ASSETID,PERIOD,PRICE,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,AMENITYID,HASPARKINGSPACE,ISPARKINGSPACEINCLUDEDINPRICE,PARKINGSPACEPRICE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,CONSTRUCTIONYEAR,FLOORCLEAN,FLATLOCATIONID,CADCONSTRUCTIONYEAR,CADMAXBUILDINGFLOOR,CADDWELLINGCOUNT,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_BLASCO,LONGITUDE,LATITUDE
A15400614463501038579,201806,152000,72,3,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,7.0,2.0,1925,5,11,6,0,0,1,124826664576175,62692028293685,230793651418347,-372615850607365,394589869272176
A5987271946770979599,201806,94000,75,3,2,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1930.0,1.0,1.0,1930,4,9,7,0,1,0,125597415541157,34138221584048,209119829852969,-369052082735947,394601134854133
A6595887113264861683,201806,151000,76,2,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1956.0,5.0,1.0,1956,5,6,5,0,0,1,926685531777302,410657549508405,202868153227195,-373286847177616,394618488769329
A1992708106656072821,201806,185000,48,1,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1927.0,6.0,,1927,6,13,6,0,0,1,599312629316546,404335005576295,176435379076686,-374143017577928,394647330239568
A13597888264600500023,201806,162000,90,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1925.0,5.0,,1925,5,10,3,0,0,1,479629367120614,231841685423259,179560900767371,-376765677811677,394654589042707
A436475776137886535,201806,272000,124,4,2,0,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,5.0,1.0,1977,8,16,6,0,0,1,126125022082708,306555062582208,179647845988414,-365840162438895,394620767171135
A8885079996550377493,201806,127000,80,3,1,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1990.0,0.0,1.0,1990,5,10,5,0,1,0,92945557403671,372943727810262,216307756168653,-37596396019379,39461431886644
A9239220935254884487,201806,175000,111,5,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1957.0,2.0,1.0,1957,4,9,6,0,0,1,117747813832824,487251118693554,234602167542777,-374894555169651,394592726487133
A5107326211744440909,201806,149000,83,3,1,0,1,0,3,0,0,15901,1,0,0,1,0,1,0,0,0,0,0,0,,7.0,2.0,1994,8,101,4,0,0,1,135013914148684,682491027314464,242258025309173,-372932791739735,394579760967128
A7282614181828406499,201806,132000,90,3,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,2.0,1956,5,19,6,0,0,1,13825169185067,608526368585327,250878442873887,-374112894960322,394574982726542
A13699249858602971049,201806,347000,161,4,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1956,3,7,4,0,0,1,830120568082374,409245913274871,201597893487831,-37475188443383,39462449534763
A345290935461192902,201806,203000,115,3,2,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1984,8,65,4,0,0,1,117912762059094,255280980741976,245322453990979,-37777900222236,39459211641884
A5802467861954836761,201806,298000,90,3,2,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,6.0,1.0,1968,7,11,4,0,0,1,916883759321652,281686480299322,193370918911817,-371907223244686,394623762325265
A7528351685913222078,201806,179000,113,5,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1959.0,2.0,1.0,1959,4,9,6,0,0,1,120526603767754,511255224808977,236330406596678,-37468239155376,394590426360653
A1491916215999791075,201806,189000,91,3,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1915,6,12,5,0,0,1,933791027150755,4868519877234,208185642152487,-374144688758671,394615979983206
A18219983800775937447,201806,166000,74,2,1,0,1,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1956.0,1.0,1.0,1956,5,11,5,0,0,1,104836527272002,349228952965322,228599928994815,-376353243447888,394603506096017
A4957286540714384383,201806,226000,115,4,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1972.0,1.0,1.0,1972,2,2,4,0,0,1,374282913642456,229404393358089,158190314740979,-374683013660458,39466754186292
A27555977439309274,201806,392000,149,3,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,6.0,1.0,1970,8,17,2,0,0,1,612484053520592,405674203604076,179876944109122,-374488245743821,394645156037596
A15241604878712010489,201806,175000,110,5,1,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1956.0,2.0,1.0,1956,5,11,5,0,0,1,104949093802525,429314936370588,224929397865807,-375422259820721,394603836416961
A4960615475680416003,201806,112000,72,3,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1965.0,6.0,2.0,1965,5,19,6,0,0,1,134604215249061,482361352540891,252960888419911,-375557898881566,394577020794182
A6534728665045024890,201806,160000,104,3,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1925.0,2.0,1.0,1925,5,11,5,0,0,1,105530531650128,319940467143171,230516331460954,-376692694497277,394602862017577
A7630639620597967215,201806,185000,80,3,2,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1929.0,2.0,1.0,1929,5,11,6,0,0,1,937846120192973,436320522159818,212980328472418,-375045927624163,394614291727466
A3407057530400074356,201806,311000,131,6,2,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,7.0,1.0,1941,8,17,4,0,0,1,413244581012589,177913039456902,171809327518552,-376313004556424,394660612840993
A639298686869805632,201806,158000,75,4,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1957.0,4.0,1.0,1957,7,27,6,0,0,1,117597038194552,373638961380911,239952060637998,-376291684519163,394592051010158
A17123114038837704689,201806,230000,126,4,1,0,1,0,3,0,0,25001,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1973,7,25,4,0,0,1,975830822427207,446587463877128,217388361563871,-375245592601629,39461064321231
A8911083113594063805,201806,152000,80,2,1,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,,5.0,1.0,1960,5,11,4,0,0,1,12078198247227,310628689480189,192529555301336,-367714653401825,394613714590092
A2996475199835160888,201806,253000,106,3,2,0,1,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,6.0,2.0,1973,7,25,5,0,0,1,100808904650759,428747736020524,221317459008043,-375466449614314,394607540007539
A11588391613167942373,201806,260000,105,4,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1937.0,2.0,1.0,1937,8,29,5,0,1,0,523872285798064,293554341552853,178884645693245,-375791109160511,394651035762372
A12513969317585244448,201806,140000,76,2,1,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,5.0,1.0,1956,5,6,5,0,0,1,981109022490756,348294819535024,201238204910918,-372084604250318,394616775571219
A4154365397086430498,201806,295000,148,3,3,0,1,0,3,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1977.0,2.0,1.0,1977,7,22,6,0,1,0,125648256717452,278694686117211,185387275575387,-366400869030563,394616930377723
A13225169388762643228,201806,387000,108,2,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,6.0,1.0,1954,8,9,4,0,0,1,571497945167268,380315764509199,17405319989952,-374191602630095,394649863681389
A2409994308987217002,201806,179000,91,3,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,2.0,1.0,1967,7,15,6,0,1,0,87068201686835,432258189999831,204774206678805,-374637347838984,394620956040365
A18291171991700008270,201806,263000,89,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1920,6,13,5,0,0,1,974542020950723,444392741241755,217372298224875,-37526847835626,394610738469041
A2130508846662818355,201806,176000,129,4,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1949.0,2.0,1.0,1949,7,22,6,0,1,0,120464044094628,325280896173911,178519391243153,-366398972107426,394623596455006
A7575777992296135033,201806,147000,80,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5.0,,1965,5,10,5,0,0,1,982147253404625,193577975727252,187641161824739,-370254560069579,394624379447358
A7043934730102832781,201806,266000,90,2,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1930.0,5.0,1.0,1930,5,11,5,0,0,1,840867107695864,103481719459012,174754466538433,-370621758897889,394637975728074
A1973415250037168265,201806,162000,65,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1930.0,2.0,1.0,1930,5,10,7,0,0,1,120509519501903,549340229732731,223159974367114,-372013928210192,394595408726523
A18274724366071662235,201806,244000,119,4,2,0,1,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1932.0,5.0,1.0,1932,6,13,6,0,0,1,115328476042408,290666664899962,19156298571016,-368356785493486,394616022124322
A14981969291165645326,201806,185000,91,3,1,0,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1933.0,5.0,1.0,1933,5,11,5,0,0,1,108688810493521,33729715661318,232660026871125,-376505774538184,394600027093185
A2416104407070779068,201806,184000,90,3,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1915.0,2.0,,1915,4,9,5,0,1,0,978366365538879,376690517178038,221409131977275,-376131828215528,39460985236344
A10564034024456567703,201806,159000,85,2,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1990.0,4.0,1.0,1990,6,12,5,0,0,1,112913352641616,381387506883761,23478106990809,-376054827963008,394596321765225
A12702128494777470784,201806,158000,97,4,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1967,4,8,4,0,0,1,110717265376989,305512111556586,23596440752953,-37690767833984,394598225960555
A13505470027048793912,201806,160000,105,4,1,0,0,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1925.0,2.0,1.0,1925,5,11,5,0,0,1,10115067568453,39610315569631,223208389082742,-375840401020455,394606993833539
A12023017104844890125,201806,155000,102,3,2,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,3.0,1.0,1966,8,17,5,0,1,0,128581256142574,440781992751631,221040067780084,-370326748188794,394592864980563
A10473008230759233493,201806,183000,113,5,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,1.0,1953,7,15,5,0,1,0,125749404027816,64234888048363,234767300508324,-373192948032842,39458783760901
A15278589989224725607,201806,359000,148,4,2,0,1,1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,,7.0,1.0,1984,6,12,3,0,0,1,129328715829122,245423998467559,18683542730522,-366095831206617,394614609050606
A3330535141065058363,201806,115000,72,3,1,0,1,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1965.0,6.0,1.0,1965,5,19,6,0,0,1,133408285470251,515050971218046,250261354874566,-375134472854139,394578366580159
A15470027844296611831,201806,205000,118,3,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1958.0,1.0,,1958,7,14,6,0,0,1,108940206659037,321550432788414,233582346070825,-376692578901329,394599798996037
A7704338189267098224,201806,416000,125,3,2,0,1,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2017.0,7.0,1.0,2017,7,22,3,0,0,1,909618366665017,284825816433793,193215474873069,-371998766013775,394624143378133
A11469449759651715495,201806,401000,120,2,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,7.0,1.0,1963,8,17,4,0,0,1,437415127815056,209164966635659,172358539076419,-376006560893627,394658651804933
A8621279556525222399,201806,223000,115,3,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1987.0,1.0,,1987,2,5,5,0,0,1,769310082884032,322622284980245,18625755828669,-373123757896304,394634037134837
A15185584645843878592,201806,120000,81,3,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1955.0,,,1955,7,15,5,0,0,1,110243647605261,39391647858463,231577499871773,-375859568664075,394598800145494
A6811805918503929347,201806,211000,80,2,1,0,1,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,6.0,1.0,1936,7,11,6,0,0,1,125029624381801,591523676964695,236941166810057,-373822007676636,394587439243963
A6375066861757667304,201806,162000,66,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1956.0,,,1956,6,12,5,0,0,1,113681190417929,391403337345779,235088802355566,-375952689212093,394595668087681
A14715593139172828703,201806,454000,174,6,2,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1932.0,4.0,1.0,1932,8,17,3,0,1,0,707652690182122,26897988526381,176115911501804,-372593264453548,394642205309283
A2772440180318253342,201806,311000,148,4,2,0,1,1,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,7.0,1.0,1984,6,12,3,0,0,1,125420717141467,274237860977284,187036891684047,-366579123314448,394615889715315
A1834428231305033719,201806,243000,105,4,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1937.0,2.0,1.0,1937,8,29,5,0,1,0,495677883844604,247983966473685,180864779302726,-376747863172403,394653143612919
A13702421034974074383,201806,162000,75,3,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1956,7,27,6,0,1,0,123911982739168,485418448523541,241408661032364,-375148780278085,394586928181277
A15728745041077027596,201806,343000,72,2,2,1,1,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2001.0,5.0,1.0,2001,5,20,3,0,0,1,494175825754441,242849766179211,181961884119986,-377049118646565,394653391785756
A571111380382969819,201806,159000,90,3,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1956,7,27,6,0,1,0,121449509386806,515415490338468,237117204267422,-374662213532436,394589611009785
A17549679938446821236,201806,238000,120,5,2,1,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,1.0,1.0,1970,8,12,8,0,0,1,102196502726716,370473780759868,204393725805032,-371923295422365,394613315750174
A18148142101326856338,201806,237000,134,4,2,0,1,1,3,0,0,20001,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1966,7,36,4,0,0,1,120330890952738,426507142343938,210315273132797,-370035698311902,394602258362912
A13214649697897426694,201806,161000,90,3,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,5.0,1.0,1923,5,11,5,0,0,1,105103647731458,342094697017685,229158252024876,-376435541444212,39460325441027
A14060974713405138470,201806,152000,59,2,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,2.0,1.0,1925,5,11,5,0,0,1,926856653736552,324067796996182,219053884749658,-37674230973899,394614404492611
A1467881517386754083,201806,460000,188,6,2,0,1,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1932.0,4.0,1.0,1932,8,17,3,0,0,1,716777680077183,267825946303013,177020995808866,-372585038960021,394641302569711
A3824985543477270999,201806,240000,109,4,2,0,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1927.0,5.0,1.0,1927,6,13,6,0,0,1,582007858954406,380731525757812,176741882644154,-374453851072498,394648121171659
A5420226744091895412,201806,337000,150,4,2,0,1,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,7.0,1.0,1957,8,16,6,0,0,1,10211476576706,181693531567494,232679066997827,-378374182258343,394606935056452
A9602338474601441581,201806,213000,150,4,2,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,1.0,1.0,1961,7,15,5,0,1,0,114574616557557,587817385002464,225878718895337,-373610258461483,394597391169531
A6370375929724851457,201806,108000,75,3,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1926,5,15,7,0,1,0,125296823907984,345498220334588,209116860612888,-369098190920652,394601235379983
A6929776446792754239,201806,220000,109,4,2,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1927.0,5.0,1.0,1927,5,6,7,0,0,1,602687497263903,397024421744658,178987116158359,-374496473724563,394646058776604
A8604026305502873747,201806,165000,100,4,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1966.0,1.0,1.0,1966,9,63,5,0,1,0,131948084395288,438956534690606,224286177285424,-370280552644934,394589701447032
A6714170403435423102,201806,266000,122,4,2,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1952.0,3.0,1.0,1952,8,15,7,0,0,1,119361297858584,582973473633244,231178637403254,-373755590213185,39459273943204
A12863400354858515653,201806,234000,146,5,2,0,1,1,3,0,0,15001,0,0,0,0,1,1,0,0,0,0,0,0,1961.0,3.0,1.0,1961,7,15,5,0,0,1,118484451049567,581586253519519,230318804042505,-373752543756888,394593549536257
A12505308341563255018,201806,189000,87,1,1,1,0,1,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1928.0,5.0,1.0,1928,5,11,4,0,0,1,888954537049233,303855222530401,215239685037427,-376636563107322,394617803970257
A5269141322685271818,201806,214000,85,3,2,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,7.0,2.0,1963,8,32,7,0,0,1,122147179531823,633894417118873,231287349742843,-373192032865577,394591170660646
A2803170353597461715,201806,210000,87,3,2,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,7.0,2.0,1952,8,15,7,0,0,1,116717033779706,597530277533286,227549525573668,-373524134631789,394595569945157
A1699588554266915281,201806,244000,90,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1925.0,3.0,1.0,1925,5,11,6,0,0,1,117547803791447,545615979138132,222531159307219,-372402293169134,394597208211331
A13342964350041204043,201806,288000,144,3,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1950.0,4.0,1.0,1950,8,13,5,0,1,0,773434972034576,20794378375836,177638023588372,-371874549093656,394638619455979
A14611910374064368447,201806,216000,180,4,2,1,1,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1973.0,1.0,1.0,1973,9,25,5,0,1,0,109741669397092,271575017887659,236385066268541,-377287488903813,394599212559526
A5451528553135973374,201806,169000,86,3,1,0,1,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1973.0,5.0,1.0,1973,8,16,4,0,1,0,12703751111458,397725914370217,216038335318911,-369813885242363,394596352445119
A4339262253000375328,201806,303000,175,6,2,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1956.0,1.0,1.0,1956,7,15,4,0,0,1,513606382561698,270449621197928,181078142946124,-376440068511259,394651542635525
A7750164566387593783,201806,227000,52,2,1,1,1,1,3,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,5.0,1.0,1927,5,11,5,0,0,1,709401528162987,229457622870837,172331635579436,-372097068804821,394644345318131
A10958450502866972448,201806,225000,134,4,2,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1966.0,4.0,1.0,1966,7,36,4,0,1,0,118049288962201,416424238603631,209277652493347,-370239288283437,394603745840643
A7979251737900181189,201806,249000,105,3,2,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1957,8,16,5,0,0,1,130289407120723,500502590395665,247781493277448,-375252050804183,394581095778003
A16849390408049943204,201806,179000,64,2,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1915.0,3.0,,1915,3,7,7,0,0,1,755497086568473,42445529577324,192548437072481,-374363135496701,394632065008942
A4039892173306629677,201806,130000,90,3,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,1992,8,17,4,0,0,1,131007127526681,55655061212335,245823625780021,-374578242967983,394581033672308
A10940362503591755407,201806,79000,50,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,2.0,1984,8,65,4,0,1,0,114517549531534,260769999820053,241539832571856,-377547224723943,394595037029522
A14029949968814209611,201806,162000,80,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1910.0,4.0,1.0,1910,5,11,5,0,0,1,949356779535882,392724002280125,21763509095107,-375854265885434,394612582425072
A3598828093564872026,201806,223000,186,5,2,1,1,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1978.0,1.0,1.0,1978,8,25,3,0,1,0,123776270341895,338301969405055,206036443337861,-368914517962169,394603716263231
A1776645852154178058,201806,154000,72,2,1,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1922.0,1.0,1.0,1922,5,11,6,0,0,1,101905338793874,227486228671149,190939141834345,-37015131971202,394620932742345
A10586300543436256674,201806,182000,91,3,2,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,2.0,1.0,1915,6,12,5,0,1,0,918641406094342,472912340092148,206415488252989,-374080874002202,394617497061322
A4432289822658049806,201806,228000,114,3,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,1.0,1.0,2017,5,11,4,0,0,1,90065194771453,423201076486722,20910351794999,-374951446617169,394617783821433
A11705422900802039188,201806,229000,110,4,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,5.0,1.0,1927,6,5,6,0,0,1,651876374657674,413600109906587,182311577870275,-374279453398734,394641955785269
A359470200371394174,201806,178000,100,4,2,1,1,1,3,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,,1.0,1.0,1966,8,17,5,0,0,1,12200196460394,51141896432246,21934079948631,-371137964525284,394596561938066
A6984013641265429504,201806,239000,146,5,2,0,1,1,3,0,0,15001,0,0,0,0,1,1,0,0,0,0,0,0,1961.0,3.0,1.0,1961,7,15,5,0,0,1,120365376056571,56970803324707,233001439759472,-373946116427717,394591521251198
A16897092564498495079,201806,192000,130,3,2,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1900.0,2.0,,1900,4,8,4,0,0,1,844473882733655,433596620900244,199221115904572,-374054810413397,39462442795138
A13837407303502452453,201806,160000,80,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1950,4,9,6,0,1,0,123145429551296,463046418359673,241689766411335,-375402545078209,39458743593229
A8902186471279823277,201806,226000,100,3,2,0,1,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,7.0,1.0,1989,8,32,5,0,0,1,133184625093452,407175855427914,254727177780109,-376425717267586,394578027521491
A1490383764420281428,201806,328000,107,3,2,0,1,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2002.0,4.0,1.0,2002,7,14,4,0,0,1,121585390260996,352729786359536,204180339822102,-369000291337715,394605627529083
A15870287181499556588,201806,150000,75,2,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,1981,8,73,5,0,0,1,108001925288767,192142810268383,237464366792768,-378185780459367,394601397180548
A3572410982013821856,201806,229000,82,2,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1925.0,4.0,,1925,5,11,6,0,0,1,109002592819064,243264068043455,189948232372563,-369054269475997,394619062857981
A10477140124005263372,201806,229000,109,4,2,0,1,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1927.0,5.0,1.0,1927,6,13,6,0,1,0,663849083766624,38264501480373,181136337331001,-373919802981938,394641784433983
A15194898144298338179,201806,217000,82,3,1,0,1,1,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1956.0,1.0,1.0,1956,4,13,5,0,0,1,935246500631358,394397690649203,202252403014182,-373031718535975,394618341015034
A3713841499227099515,201806,267000,140,5,2,0,1,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,,6.0,1.0,1959,5,11,6,0,0,1,115148516538259,321142787816146,197676063175363,-369115896411479,394611959858768
A16050595068373479342,201806,143000,102,3,1,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1963.0,3.0,1.0,1963,8,17,5,0,1,0,11969094382376,497040575657497,217962857909831,-371294091738406,394598308925427
A4683420545970653264,201806,275000,105,4,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1937.0,2.0,1.0,1937,10,10,4,0,1,0,396020868691987,168724008187929,169416059002578,-376132384263642,394662283734614
A12582703641518287830,201806,246000,92,2,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2006.0,4.0,1.0,2006,5,11,7,0,0,1,100286725247846,126600183726503,17755628558851,-368872529159739,394630282709272
A3607912748575387884,201806,246000,95,3,2,0,1,0,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1920.0,4.0,1.0,1920,7,11,5,0,0,1,82577546873659,319437296230761,206716696645502,-375917170574788,394623677461075
A4232583406385822641,201806,177000,75,4,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,1.0,1950,6,23,4,0,1,0,689901356067075,245656681968289,171481694101083,-372254902273836,39464564223874
A8987188726526221452,201806,213000,77,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1963.0,,,1963,4,9,5,0,0,1,115155502315,568081172236142,223851758066874,-373073745600528,394597900529056
A14171815313617620507,201806,215000,87,3,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1965.0,7.0,1.0,1965,8,32,7,0,0,1,122976083992431,60352537317138,228448323472508,-372515506936627,394591828524213
A15623394784297859929,201806,194000,72,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1925.0,4.0,1.0,1925,5,11,5,0,0,1,107495290845488,386665808835826,229307989377867,-375920107703076,39460124619309
A9397413455629153475,201806,210000,124,3,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1930.0,3.0,1.0,1930,6,7,5,0,1,0,690207475735163,269525813087937,174109602236346,-372574539074398,394644092923668
A13002304934867180951,201806,215000,121,3,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,3.0,1.0,2004,9,26,4,0,0,1,123443446400593,568806467006085,225160523044632,-371860170926155,394593031668278
A10973639980916221456,201806,273000,130,4,2,0,1,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,5.0,1.0,1940,6,13,5,0,0,1,135989041667997,345519854318559,171745012820266,-364051957657665,394623424708912
A16458424961657351495,201806,295000,160,4,3,1,1,0,3,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1977.0,2.0,1.0,1977,7,22,6,0,0,1,123927302000454,330246805093926,17790578132997,-365948813869618,394622773731851
