ASSETID;PERIOD;PRICE;CONSTRUCTEDAREA;ROOMNUMBER;BATHNUMBER;HASTERRACE;HASLIFT;HASAIRCONDITIONING;AMENITYID;HASPARKINGSPACE;ISPARKINGSPACEINCLUDEDINPRICE;PARKINGSPACEPRICE;HASNORTHORIENTATION;HASSOUTHORIENTATION;HASEASTORIENTATION;HASWESTORIENTATION;HASBOXROOM;HASWARDROBE;HASSWIMMINGPOOL;HASDOORMAN;HASGARDEN;ISDUPLEX;ISSTUDIO;ISINTOPFLOOR;CONSTRUCTIONYEAR;FLOORCLEAN;FLATLOCATIONID;CADCONSTRUCTIONYEAR;CADMAXBUILDINGFLOOR;CADDWELLINGCOUNT;CADASTRALQUALITYID;BUILTTYPEID_1;BUILTTYPEID_2;BUILTTYPEID_3;DISTANCE_TO_CITY_CENTER;DISTANCE_TO_METRO;DISTANCE_TO_BLASCO;LONGITUDE;LATITUDE
A16249289935032993231;201806;353000;139;5;3;0;1;0;3;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;NA;4;1;1970;9;10;5;0;1;0;0.943881015854795;0.771959259224745;0.604639126459117;-0.372748435986878;394.777.011.907.978
A17994165550989062345;201806;256000;88;2;2;0;1;1;3;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1964;4;1;1964;6;48;5;0;0;1;0.929785954066984;0.998823301632779;0.891109200824719;-0.376278430459137;39.478.114.271.083
A2504799328844314972;201806;343000;177;5;3;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1962;10;49;3;0;0;1;0.963302279585673;0.732764933319569;0.55443338347742;-0.372132513926742;394.776.962.727.096
A11493472533851364990;201806;264000;85;2;2;0;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1890;NA;NA;1890;5;13;3;0;0;1;0.845981513587318;0.913993061716158;0.88662689396575;-0.37602810106719;394.773.518.806.165
A3309384068213130438;201806;68000;87;1;1;1;1;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1920;0;1;1920;4;9;2;0;1;0;0.917626025104017;0.612202478974267;0.520951889602592;-0.371210277641074;394.768.736.319.806
A4286166701408896595;201806;264000;88;3;1;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1964;1;1;1964;6;48;5;0;0;1;0.90474223422819;0.981161251509734;0.903680425501116;-0.376379809067738;394.778.913.403.125
A1322369447720998544;201806;541000;217;3;2;0;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;NA;3;1;1920;4;9;2;0;0;1;0.860568452540484;0.606102986700921;0.573517543479818;-0.371586602427619;394.764.497.229.794
A3099791551940751059;201806;231000;89;2;1;1;1;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1964;0;1;1964;6;48;5;0;0;1;0.883774900952593;0.928297398431035;0.84356816294044;-0.375609399755785;394.776.667.417.406
A17590276615517155614;201806;830000;140;3;2;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1962;7;1;1962;7;22;2;0;0;1;0.715403886106519;0.811965437298743;0.941534479921788;-0.376211468959053;394.761.848.784.272
A5332973439101461859;201806;263000;101;1;1;0;1;1;2;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1870;3;1;1870;5;11;4;0;0;1;0.878171802050901;0.939686099376444;0.874572022723604;-0.37597081238291;394.776.388.682.079
A6620226987731054706;201806;358000;176;4;2;1;1;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;NA;1;1;1995;6;7;8;0;0;1;0.624126538003462;0.651559344253572;0.879960071996362;-0.374772647255719;394.751.884.424.429
A984301416555223420;201806;318000;140;4;2;1;1;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;1;1973;2;2;5;0;0;1;0.615895542962382;0.765204109221872;10.268.262.533.786;-0.376791183808464;394.752.970.870.733
A7243253340527619716;201806;153000;80;2;1;1;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1956;5;1;1956;4;9;4;0;0;1;0.670093129754808;0.823732095328788;103.124.413.251.726;-0.377122027155357;394.757.730.120.885
A137099207028380687;201806;333000;135;4;2;0;1;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1994;1;1;1994;4;17;4;0;0;1;0.764580396021655;0.884623446120405;0.977128887851107;-0.376857260750928;394.766.318.797.019
A12370329598396923339;201806;358000;139;5;3;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;NA;1962;10;49;3;0;0;1;0.975854856997464;0.789153298236133;0.590323795148149;-0.372679518704499;394.779.879.136.922
A17172539825043451960;201806;317000;132;2;1;1;1;1;3;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;NA;0;1;1964;6;48;5;0;0;1;0.868140542534148;0.911789861836359;0.842788872069808;-0.37555674147928;39.477.521.411.895
A1745188340193909105;201806;538000;163;3;2;0;1;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1900;2;1;1900;5;7;4;0;0;1;0.711026225509133;0.502933764346805;0.687875163617908;-0.371464160634242;39.474.762.310.874
A4644255514461352114;201806;186000;74;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1954;1;1;1954;5;28;6;0;0;1;0.751212056546609;0.404217702642075;0.652789597289926;-0.370370300012285;394.744.853.173.257
A14289372358623971017;201806;5,00E+05;150;3;2;0;1;1;3;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1900;1;1;1900;5;7;4;0;0;1;0.741059893668986;0.573132822493987;0.672998838963621;-0.371998600380464;394.753.869.957.391
A1911036458955879610;201806;330000;100;2;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;NA;1920;5;12;2;0;0;1;0.531191756016724;0.345311615106741;0.869939013334714;-0.372200819889242;394.731.033.369.494
A12565232846291643976;201806;532000;132;2;2;0;1;0;3;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1933;6;1;1933;5;8;3;0;1;0;0.658848869068155;0.285882842939823;0.811591676389543;-0.369927785459448;394.726.555.285.109
